,Player,GS,FG,FGA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
500,A.J. Guyton,0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0
163,Aaron McKie,40,3.6,8.3,1.7,0.8,3.6,3.5,1.6,0.1,1.4,2.2
245,Aaron Williams,0,2.5,5.4,1.6,1.7,2.4,1.1,0.3,0.7,1.0,2.5
458,Adam Harrington,0,0.6,1.9,0.2,0.1,0.4,0.6,0.1,0.1,0.1,0.4
281,Adonal Foyle,0,2.3,4.2,1.3,2.1,3.8,0.5,0.5,2.5,0.9,2.6
328,Adrian Griffin,48,2.0,4.6,0.4,1.2,2.4,1.4,1.0,0.1,0.6,2.1
103,Al Harrington,37,4.7,10.9,3.3,1.9,4.3,1.5,0.9,0.4,2.0,3.4
304,Alan Henderson,3,1.9,4.0,1.7,1.9,3.0,0.5,0.4,0.4,0.7,2.0
12,Allan Houston,82,8.0,17.9,4.8,0.3,2.5,2.7,0.7,0.1,2.2,2.3
2,Allen Iverson,82,9.8,23.7,9.0,0.8,3.4,5.5,2.7,0.2,3.5,1.8
495,Alton Ford,0,0.3,0.8,0.3,0.0,0.5,0.1,0.0,0.0,0.2,0.6
89,Alvin Williams,78,5.1,11.6,3.1,0.7,2.4,5.3,1.4,0.3,1.6,2.2
481,Amal McCaskill,0,0.4,1.5,0.4,0.6,1.4,0.5,0.3,0.1,0.2,1.2
85,Amar'e Stoudemire,71,4.8,10.1,5.9,3.0,5.7,1.0,0.8,1.1,2.3,3.3
82,Andre Miller,80,4.7,11.6,4.9,1.1,2.9,6.7,1.2,0.1,2.6,2.5
107,Andrei Kirilenko,11,3.9,8.0,4.6,1.8,3.4,1.7,1.5,2.2,1.7,2.3
308,Andrew DeClercq,21,1.9,3.6,1.4,1.8,2.6,0.7,0.5,0.5,1.1,3.4
124,Anfernee Hardaway,51,4.4,9.9,1.7,1.1,3.3,4.1,1.1,0.4,2.5,2.6
429,Ansu Sesay,4,0.9,2.4,0.5,0.8,0.9,0.5,0.3,0.1,0.6,1.4
14,Antawn Jamison,82,8.4,17.9,5.8,2.4,4.7,1.9,0.9,0.5,2.2,2.4
343,Anthony Carter,26,1.7,4.8,1.0,0.2,1.4,4.1,0.9,0.1,1.7,1.4
452,Anthony Goldwire,0,0.6,1.7,0.5,0.0,0.4,0.3,0.2,0.0,0.4,0.4
345,Anthony Johnson,2,1.6,3.5,1.1,0.2,1.0,1.3,0.6,0.1,0.6,1.4
206,Anthony Mason,58,2.9,6.0,1.8,1.4,5.0,3.2,0.5,0.2,1.2,2.3
195,Anthony Peeler,39,3.1,7.4,0.6,0.5,2.5,3.0,0.9,0.2,1.0,2.0
469,Antoine Rigaudeau,0,0.7,3.2,0.0,0.4,0.4,0.5,0.3,0.0,0.5,1.0
29,Antoine Walker,78,7.7,19.9,3.7,1.3,5.9,4.8,1.5,0.4,3.3,2.8
359,Antonio Daniels,2,1.3,2.8,1.1,0.2,0.9,1.3,0.5,0.1,0.5,0.6
81,Antonio Davis,52,4.9,12.1,5.3,2.5,5.8,2.5,0.4,1.2,2.2,2.8
480,Antonio Harvey,0,0.5,1.3,0.0,0.3,1.3,0.0,0.3,1.0,0.8,1.8
414,Art Long,0,1.1,2.9,0.4,0.8,1.5,0.2,0.2,0.4,0.8,1.3
254,Arvydas Sabonis,1,2.2,4.6,2.1,1.1,3.2,1.8,0.8,0.6,1.0,1.8
288,Austin Croshere,0,1.8,4.3,1.3,0.8,2.3,1.1,0.1,0.3,0.6,1.0
375,Avery Johnson,0,1.3,3.1,0.8,0.2,0.4,1.3,0.3,0.0,0.6,0.5
51,Baron Davis,47,6.6,16.0,2.6,1.1,2.6,6.4,1.8,0.4,2.8,3.0
220,Ben Wallace,73,2.9,6.0,2.6,4.0,11.4,1.6,1.4,3.2,1.2,2.5
322,Bimbo Coles,11,1.6,4.8,1.2,0.3,1.4,2.1,0.5,0.1,0.8,1.7
311,Bo Outlaw,20,1.9,3.5,1.5,1.7,2.9,1.4,0.6,0.9,1.0,2.4
205,Bob Sura,0,2.5,6.0,2.7,1.1,2.0,3.2,0.8,0.0,1.5,2.0
68,Bobby Jackson,26,5.8,12.4,2.5,1.0,2.7,3.1,1.2,0.1,1.8,2.1
378,Bobby Simmons,2,1.2,3.1,1.0,0.9,1.2,0.6,0.3,0.1,0.2,1.4
69,Bonzi Wells,65,5.8,13.2,4.2,1.3,3.9,3.3,1.6,0.2,2.9,2.9
427,Boštjan Nachbar,1,0.8,2.2,0.7,0.2,0.6,0.2,0.1,0.1,0.4,0.9
90,Brad Miller,72,4.5,9.1,4.9,2.5,5.7,2.6,0.9,0.6,1.6,2.8
470,Brandon Armstrong,0,0.5,1.6,0.4,0.0,0.2,0.1,0.2,0.1,0.3,0.5
497,Brandon Williams,0,0.2,1.2,0.0,0.3,0.0,0.0,0.3,0.0,0.5,0.7
243,Brendan Haywood,69,2.1,4.2,3.0,2.4,2.6,0.4,0.4,1.5,0.8,2.8
130,Brent Barry,68,3.5,7.7,2.1,0.6,3.4,5.1,1.5,0.2,1.9,2.7
354,Brevin Knight,4,1.8,4.1,0.7,0.3,1.2,4.2,1.3,0.0,1.7,2.2
492,Brian Cardinal,0,0.2,0.8,0.4,0.6,0.4,0.2,0.0,0.0,0.2,0.0
131,Brian Grant,82,4.2,8.2,2.5,2.9,7.3,1.3,0.8,0.6,1.6,3.7
387,Brian Scalabrine,7,1.2,2.9,0.6,0.7,1.7,0.8,0.3,0.3,0.8,1.3
368,Brian Shaw,0,1.4,3.6,0.2,0.3,1.4,1.4,0.4,0.2,0.8,0.9
256,Brian Skinner,9,2.4,4.3,2.1,1.8,3.0,0.2,0.6,0.7,0.8,2.3
210,Bruce Bowen,82,2.7,5.8,1.1,0.7,2.2,1.4,0.8,0.5,0.9,2.4
478,Bruno Šundov,0,0.5,2.2,0.1,0.3,0.8,0.3,0.2,0.1,0.3,0.9
465,Bryce Drew,0,0.6,2.1,0.0,0.3,0.7,0.8,0.2,0.0,0.2,0.2
321,Bryon Russell,23,1.5,4.4,1.0,0.6,2.4,1.0,1.0,0.1,0.8,1.9
170,Calbert Cheaney,74,4.0,8.0,0.9,0.9,2.6,2.0,0.8,0.2,1.3,2.8
399,Calvin Booth,0,1.1,2.5,1.0,0.7,1.6,0.3,0.2,0.7,0.5,1.6
400,Carlos Arroyo,0,1.1,2.5,0.5,0.3,0.3,1.2,0.3,0.0,0.7,0.6
138,Carlos Boozer,54,4.1,7.6,2.4,2.5,5.0,1.3,0.7,0.6,1.3,2.8
67,Caron Butler,78,5.5,13.2,4.8,1.7,3.4,2.7,1.8,0.4,2.5,2.9
290,Casey Jacobsen,0,1.7,4.5,1.5,0.4,0.8,1.0,0.5,0.1,0.8,1.3
486,Cezary Trybański,0,0.3,1.3,0.7,0.4,0.5,0.1,0.0,0.4,0.5,0.9
451,Charles Oakley,1,0.5,1.3,0.8,0.9,1.7,1.0,0.3,0.1,0.5,2.1
457,Charles Smith,0,0.3,1.3,1.3,0.0,0.0,0.3,0.3,0.0,0.3,1.0
207,Charlie Ward,6,2.5,6.3,0.8,0.4,2.3,4.6,1.2,0.2,1.4,2.2
56,Chauncey Billups,74,4.9,11.8,4.9,0.5,3.2,3.9,0.9,0.2,1.8,1.8
242,Cherokee Parks,18,2.7,5.4,1.3,1.5,2.9,0.7,0.5,0.7,0.6,1.7
284,Chris Andersen,3,1.9,4.8,2.4,1.8,2.8,0.5,0.5,1.0,1.0,1.5
473,Chris Childs,0,0.5,1.7,0.3,0.3,0.2,1.3,0.7,0.1,0.5,1.4
301,Chris Crawford,0,1.6,2.6,1.6,0.6,0.8,0.2,0.4,0.6,0.4,1.4
499,Chris Dudley,0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0
353,Chris Jefferies,10,1.5,3.8,0.8,0.3,0.8,0.4,0.4,0.3,0.9,1.1
258,Chris Mihm,0,2.2,5.5,2.0,1.8,2.7,0.5,0.3,0.7,0.9,2.4
306,Chris Mills,0,1.9,5.0,0.9,0.9,1.5,1.0,0.3,0.1,0.5,1.4
349,Chris Owens,0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8,Chris Webber,67,9.9,21.4,5.3,2.4,8.1,5.4,1.6,1.3,3.2,3.0
212,Chris Whitney,21,2.4,6.8,1.4,0.1,1.3,2.8,0.6,0.0,1.4,1.8
363,Chris Wilcox,3,1.6,3.0,1.1,0.7,1.6,0.5,0.2,0.3,0.6,1.4
179,Christian Laettner,66,3.4,6.8,1.9,1.5,5.1,3.1,1.1,0.5,1.1,2.7
208,Chucky Atkins,7,2.6,7.2,0.8,0.3,1.2,2.7,0.4,0.1,1.2,1.7
233,Clarence Weatherspoon,19,2.4,5.2,2.5,2.7,4.9,0.9,0.9,0.5,0.8,2.2
105,Clifford Robinson,69,4.6,11.5,2.9,1.0,2.9,3.3,1.1,1.1,2.0,3.2
325,Corey Benjamin,0,1.4,4.8,1.8,1.1,2.3,1.1,0.1,0.2,0.7,2.2
52,Corey Maggette,57,5.4,12.1,6.3,1.2,3.8,1.9,0.9,0.3,2.3,3.0
394,Corie Blount,3,1.3,2.7,0.7,1.4,2.7,1.0,0.7,0.4,0.9,2.4
108,Corliss Williamson,1,4.6,10.1,3.7,1.8,2.6,1.3,0.5,0.3,1.5,2.9
185,Courtney Alexander,7,2.9,7.7,2.2,0.6,1.2,1.2,0.5,0.1,1.0,1.9
48,Cuttino Mobley,73,6.3,14.6,3.9,1.0,3.2,2.8,1.3,0.5,2.3,2.5
87,Dajuan Wagner,24,4.7,12.9,3.4,0.4,1.3,2.8,0.8,0.1,1.8,2.3
202,Dale Davis,78,3.0,5.6,2.1,3.0,4.2,1.2,0.7,0.9,0.9,2.4
443,Dalibor Bagarić,0,0.8,2.6,0.4,0.7,1.3,0.4,0.3,0.3,0.5,1.1
313,Damon Jones,1,1.6,4.3,0.6,0.2,1.2,1.6,0.4,0.1,0.5,0.9
219,Damon Stoudamire,27,2.6,7.0,1.1,0.7,1.9,3.5,0.7,0.1,1.4,1.1
271,Damone Brown,3,2.2,7.0,1.6,0.6,2.4,0.6,0.2,0.0,1.2,2.8
361,Dan Dickau,0,1.4,3.4,0.5,0.2,0.7,1.7,0.3,0.0,1.1,1.3
373,Dan Gadzuric,30,1.4,3.0,1.1,1.3,2.7,0.2,0.4,1.1,0.6,2.6
385,Dan Langhi,0,1.4,3.4,0.3,0.3,1.1,0.4,0.3,0.1,0.3,1.0
445,Danny Ferry,1,0.7,1.9,0.2,0.3,0.9,0.3,0.1,0.1,0.4,0.9
367,Danny Fortson,0,1.2,3.2,1.7,1.6,2.6,0.7,0.5,0.0,0.9,2.5
404,Danny Manning,0,1.0,2.5,0.5,0.5,0.8,0.5,0.7,0.2,0.5,0.8
159,Darius Miles,62,3.9,9.6,2.3,1.7,3.7,2.6,1.0,1.0,2.7,2.4
152,Darrell Armstrong,23,3.2,7.8,2.3,1.1,2.5,3.9,1.6,0.2,2.0,2.0
409,Darvin Ham,1,0.9,2.1,1.1,1.0,1.1,0.5,0.2,0.3,0.9,1.7
173,David Robinson,64,3.1,6.6,3.3,2.5,5.4,1.0,0.8,1.7,1.3,2.0
54,David Wesley,73,6.2,14.2,3.2,0.5,1.9,3.4,1.5,0.1,1.8,2.4
464,DeSagana Diop,1,0.7,1.9,0.4,0.8,1.9,0.5,0.4,1.0,0.7,1.9
316,DeShawn Stevenson,8,1.9,4.7,1.1,0.4,1.0,0.7,0.4,0.1,0.8,0.9
466,Dean Oliver,0,0.5,1.9,0.5,0.5,0.5,1.5,0.5,0.0,0.7,0.6
80,Derek Anderson,76,4.7,10.9,3.5,0.7,2.8,4.3,1.2,0.2,1.7,1.9
127,Derek Fisher,82,4.1,9.5,1.5,0.5,2.4,3.6,1.1,0.2,1.1,2.4
154,Derrick Coleman,35,3.5,7.8,2.7,2.4,4.7,1.4,0.8,1.1,1.5,2.7
73,Desmond Mason,40,5.7,12.7,3.5,1.9,4.6,2.0,0.8,0.4,1.4,2.6
217,Devean George,7,2.5,6.5,1.5,1.3,2.7,1.3,0.8,0.5,0.9,2.5
390,Devin Brown,2,1.2,3.5,0.8,0.8,1.0,0.7,0.4,0.1,0.9,1.4
263,Dikembe Mutombo,16,2.0,5.5,2.3,2.3,4.1,0.8,0.2,1.5,1.4,2.3
144,Dion Glover,42,3.6,8.5,2.1,0.8,2.9,1.9,0.9,0.2,1.4,1.9
5,Dirk Nowitzki,80,8.6,18.6,6.9,1.0,8.9,3.0,1.4,1.0,1.9,2.6
484,Don Reid,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
186,Donnell Harvey,27,3.2,7.2,2.3,1.6,3.7,1.3,0.6,0.4,1.6,2.6
501,Donny Marshall,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0
86,Donyell Marshall,53,5.4,11.8,2.8,3.0,6.0,1.8,1.2,1.1,1.7,3.0
153,Doug Christie,80,3.3,7.0,2.2,0.8,3.5,4.7,2.3,0.5,1.8,2.3
95,Drew Gooden,47,5.1,11.1,3.0,2.3,4.2,1.2,0.8,0.5,2.1,2.5
166,Earl Boykins,0,2.9,6.8,2.9,0.5,0.8,3.3,0.6,0.1,1.1,1.1
279,Earl Watson,2,2.2,4.9,1.1,0.6,1.5,2.8,1.1,0.2,1.1,1.7
171,Eddie Griffin,66,3.5,8.8,1.2,1.8,4.2,1.1,0.7,1.4,1.0,1.8
199,Eddie House,7,3.1,8.1,0.7,0.3,1.5,1.6,0.8,0.0,0.8,1.3
39,Eddie Jones,47,6.2,14.6,4.9,0.7,4.1,3.7,1.4,0.7,1.8,2.9
267,Eddie Robinson,18,2.4,4.9,1.0,1.2,1.9,1.0,1.0,0.2,0.8,1.9
126,Eddy Curry,48,4.1,7.1,3.5,1.4,2.9,0.5,0.2,0.8,1.7,2.8
228,Eduardo Nájera,12,2.7,4.8,1.9,1.9,2.8,1.0,0.8,0.5,0.5,2.7
468,Efthimios Rentzias,0,0.6,1.7,0.3,0.3,0.5,0.2,0.2,0.1,0.1,0.6
246,Elden Campbell,1,2.1,5.3,2.4,0.8,2.4,0.9,0.6,0.7,0.9,2.3
38,Elton Brand,61,7.3,14.5,5.7,4.6,6.8,2.5,1.1,2.5,2.6,3.3
360,Emanual Davis,1,1.3,3.7,0.9,0.2,1.6,1.5,0.5,0.1,1.0,1.2
147,Eric Piatkowski,26,3.4,7.2,2.0,0.7,1.8,1.1,0.5,0.1,0.9,1.5
92,Eric Snow,82,4.4,9.7,4.6,0.9,2.8,6.6,1.6,0.1,2.4,2.9
161,Eric Williams,79,3.1,7.0,3.3,1.7,2.9,1.7,1.0,0.2,1.2,2.9
181,Erick Dampier,82,3.2,6.4,2.7,3.0,3.6,0.7,0.3,1.9,1.4,3.0
238,Erick Strickland,10,2.3,5.4,1.2,0.3,1.7,2.9,0.5,0.1,1.4,1.6
425,Ervin Johnson,17,0.9,2.0,0.6,1.7,2.6,0.3,0.5,0.9,0.5,2.6
307,Etan Thomas,0,1.6,3.3,2.5,1.8,2.5,0.1,0.2,0.6,0.9,1.7
479,Evan Eschmeyer,3,0.4,1.1,0.2,0.6,1.1,0.4,0.6,0.4,0.4,2.1
475,Frank Williams,0,0.4,1.6,0.3,0.1,0.7,1.6,0.3,0.1,0.8,1.0
422,Fred Hoiberg,0,0.8,2.0,0.8,0.2,2.0,1.1,0.6,0.1,0.4,0.9
476,Fred Jones,1,0.5,1.3,0.2,0.2,0.3,0.3,0.3,0.1,0.3,0.7
26,Gary Payton,80,8.3,18.3,4.4,1.0,3.2,8.3,1.7,0.3,2.3,2.3
257,Gary Trent,22,2.6,4.9,1.3,1.3,2.3,1.0,0.4,0.3,0.7,1.8
319,George Lynch,32,1.8,4.4,0.9,1.7,2.6,1.3,0.8,0.2,0.6,1.7
312,Gerald Wallace,7,1.9,3.9,1.6,0.8,1.9,0.5,0.5,0.3,0.9,1.4
42,Gilbert Arenas,82,6.2,14.4,5.7,1.2,3.5,6.3,1.5,0.2,3.5,3.2
164,Glen Rice,26,3.2,7.4,1.3,0.5,2.0,1.0,0.4,0.1,0.9,1.6
22,Glenn Robinson,68,7.8,18.1,4.4,1.2,5.4,3.0,1.3,0.4,3.6,2.7
99,Gordan Giriček,62,4.6,10.6,2.4,0.5,2.7,1.8,0.7,0.1,1.9,2.1
72,Grant Hill,29,5.2,10.6,5.0,1.4,5.7,4.2,1.0,0.4,2.9,1.6
449,Grant Long,1,0.7,1.7,0.6,0.6,1.4,0.6,0.2,0.0,0.5,1.5
255,Greg Buckner,5,2.5,5.3,1.1,1.0,1.9,1.3,1.0,0.2,0.8,2.7
337,Greg Foster,9,1.6,4.2,1.1,1.0,2.5,0.4,0.0,0.3,1.0,2.8
283,Greg Ostertag,74,2.1,4.0,2.4,2.2,4.0,0.7,0.2,1.8,1.3,2.9
502,Guy Rucker,0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3
229,Hedo Türkoğlu,11,2.5,5.8,1.6,0.5,2.3,1.3,0.4,0.2,0.7,1.9
286,Horace Grant,1,2.6,5.0,0.0,0.4,1.2,1.4,0.6,0.0,0.2,1.0
160,Howard Eisley,76,3.2,7.7,1.3,0.3,2.0,5.4,0.9,0.1,1.8,2.7
448,Hubert Davis,1,0.7,1.8,0.1,0.1,0.7,0.7,0.1,0.0,0.3,0.5
447,Igor Rakočević,0,0.5,1.4,0.9,0.1,0.3,0.8,0.1,0.0,0.5,0.6
194,Ira Newble,45,3.2,6.4,1.2,1.2,2.5,1.4,0.7,0.4,0.9,2.4
178,J.R. Bremer,41,2.7,7.3,1.7,0.3,2.0,2.6,0.6,0.0,0.9,1.3
259,Jacque Vaughn,48,2.3,5.1,1.6,0.3,1.2,2.9,0.8,0.0,1.2,2.1
340,Jahidi White,8,1.6,3.3,1.6,2.3,2.3,0.1,0.1,0.8,0.6,2.1
299,Jake Tsakalidis,27,1.8,4.1,1.8,1.4,2.3,0.4,0.2,0.5,0.8,2.4
358,Jake Voskuhl,1,1.4,2.5,1.5,1.5,2.0,0.6,0.3,0.4,0.7,2.6
15,Jalen Rose,82,7.8,19.3,5.7,0.8,3.5,4.8,0.9,0.3,3.5,3.3
133,Jamaal Magloire,82,3.7,7.7,3.9,3.2,5.7,1.1,0.6,1.4,1.9,3.4
190,Jamaal Tinsley,69,3.0,7.6,1.5,0.8,2.8,7.5,1.7,0.2,2.6,2.8
122,Jamal Crawford,31,4.2,10.1,1.6,0.3,2.1,4.2,1.0,0.3,1.7,1.6
16,Jamal Mashburn,81,8.2,19.3,4.5,0.8,5.3,5.6,1.0,0.2,2.8,2.4
503,Jamal Sampson,0,0.0,0.4,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0
116,James Posey,71,3.7,9.1,3.0,1.1,4.0,2.2,1.3,0.2,1.7,2.4
424,Jamison Brewer,0,0.9,1.7,0.9,0.5,0.4,1.8,0.2,0.1,0.6,1.1
408,Jannero Pargo,0,1.1,2.7,0.1,0.3,0.8,1.1,0.4,0.1,0.7,1.3
346,Jared Jeffries,1,1.5,3.2,1.5,1.3,1.6,0.8,0.4,0.3,1.1,1.4
275,Jarron Collins,7,1.7,3.9,2.8,1.5,1.3,0.6,0.2,0.3,0.9,3.2
260,Jason Caffey,16,2.2,4.9,2.1,1.3,2.1,0.7,0.4,0.3,1.1,2.4
402,Jason Collier,3,1.3,2.8,0.2,0.9,1.3,0.1,0.2,0.1,0.2,0.8
264,Jason Collins,66,1.7,4.2,2.9,1.7,2.9,1.1,0.6,0.5,1.0,3.1
37,Jason Kidd,80,6.4,15.6,5.0,1.4,4.9,8.9,2.2,0.3,3.7,1.6
63,Jason Richardson,82,5.8,14.2,3.3,1.4,3.3,3.0,1.1,0.3,2.2,2.5
50,Jason Terry,81,6.0,14.1,3.6,0.5,3.0,7.4,1.6,0.2,3.1,2.2
106,Jason Williams,76,4.4,11.3,1.7,0.3,2.5,8.3,1.2,0.1,2.2,1.7
151,Jay Williams,54,3.6,9.1,2.1,0.4,2.2,4.7,1.1,0.2,2.3,2.4
426,Jeff Foster,2,0.8,2.3,0.8,1.5,2.1,0.7,0.4,0.3,0.4,1.3
262,Jeff McInnis,1,2.5,5.6,0.9,0.3,1.0,2.3,0.3,0.0,1.0,1.6
274,Jeff Trepagnier,0,2.1,5.0,0.9,1.0,1.0,0.8,1.0,0.0,1.0,0.6
223,Jelani McCoy,25,2.9,5.9,1.9,1.4,3.9,0.6,0.4,0.9,1.4,2.4
417,Jermaine Jackson,1,0.8,2.1,1.0,0.4,0.7,1.4,0.4,0.1,0.6,1.0
21,Jermaine O'Neal,76,7.9,16.4,6.6,2.6,7.7,2.0,0.9,2.3,2.3,3.6
282,Jerome James,16,2.2,4.5,1.8,1.5,2.7,0.5,0.2,1.6,1.5,3.3
149,Jerome Williams,63,3.8,7.5,4.0,3.3,5.9,1.3,1.6,0.4,1.4,2.8
17,Jerry Stackhouse,70,7.0,17.2,7.4,0.9,2.8,4.5,0.9,0.4,2.8,1.9
405,Jeryl Sasser,4,0.9,2.8,1.0,0.9,1.6,0.9,0.6,0.2,0.5,1.2
192,Jim Jackson,0,3.2,7.3,0.9,1.3,2.8,1.9,0.5,0.1,1.3,2.1
463,Jiří Welsch,0,0.5,2.0,0.8,0.3,0.4,0.7,0.2,0.1,0.5,0.9
141,Joe Johnson,34,3.9,9.7,1.5,0.7,2.5,2.6,0.8,0.2,1.3,1.7
200,Joe Smith,21,2.8,6.1,2.4,2.1,2.9,0.7,0.3,1.0,0.8,3.2
467,Joel Przybilla,17,0.6,1.4,0.8,1.5,3.0,0.4,0.3,1.4,0.6,2.7
431,John Amaechi,1,0.7,2.4,1.0,0.5,1.0,0.4,0.3,0.1,0.7,1.0
372,John Crotty,0,1.2,3.4,1.3,0.1,1.2,2.4,0.3,0.0,0.8,1.3
428,John Salmons,1,0.8,1.8,0.5,0.3,0.7,0.7,0.3,0.1,0.5,0.8
120,John Stockton,82,3.8,7.8,3.5,0.6,1.8,7.7,1.7,0.2,2.2,2.2
216,Jon Barry,0,2.4,5.3,1.3,0.4,1.8,2.6,0.8,0.2,1.0,1.3
231,Jonathan Bender,2,2.4,5.5,1.8,0.9,2.0,0.9,0.2,1.2,0.9,1.9
