,Player,Fouls Drawn - Shoot
350,Aaron McKie,2
586,Aaron Williams,10
186,Adonal Foyle,36
214,Adrian Griffin,16
226,Al Harrington,158
284,Al Jefferson,63
239,Alan Henderson,34
443,Aleksandar Radojević,5
196,Alex Garcia,1
249,Allan Houston,12
264,Allen Iverson,294
375,Alonzo Mourning,60
506,Amar'e Stoudemire,375
546,Anderson Varejão,57
38,Andre Barrett,4
174,Andre Emmett,2
261,Andre Iguodala,85
358,Andre Miller,122
308,Andrei Kirilenko,117
147,Andrew DeClercq,1
52,Andris Biedriņš,16
395,Andrés Nocioni,86
224,Anfernee Hardaway,17
477,Ansu Sesay,9
282,Antawn Jamison,112
103,Anthony Carter,18
206,Anthony Goldwire,12
290,Anthony Johnson,34
359,Anthony Miller,0
422,Anthony Peeler,6
555,Antoine Walker,172
89,Antonio Burks,3
134,Antonio Daniels,100
138,Antonio Davis,57
347,Antonio McDyess,79
129,Austin Croshere,93
504,Awvee Storey,1
139,Baron Davis,93
210,Ben Gordon,76
223,Ben Handlogten,9
559,Ben Wallace,128
540,Beno Udrih,35
454,Bernard Robinson,10
522,Billy Thomas,5
408,Bo Outlaw,6
510,Bob Sura,62
266,Bobby Jackson,18
480,Bobby Simmons,94
569,Bonzi Wells,81
151,Boris Diaw,27
383,Boštjan Nachbar,55
360,Brad Miller,120
310,Brandin Knight,0
257,Brandon Hunter,16
238,Brendan Haywood,122
41,Brent Barry,42
311,Brevin Knight,70
100,Brian Cardinal,61
126,Brian Cook,14
211,Brian Grant,35
476,Brian Scalabrine,31
481,Brian Skinner,30
289,Britton Johnsen,0
66,Bruce Bowen,43
509,Bruno Šundov,1
472,Bryon Russell,26
111,Calbert Cheaney,17
60,Calvin Booth,12
23,Carlos Arroyo,49
63,Carlos Boozer,123
148,Carlos Delfino,13
16,Carmelo Anthony,203
90,Caron Butler,140
274,Casey Jacobsen,77
563,Charlie Ward,2
53,Chauncey Billups,126
8,Chris Andersen,85
65,Chris Bosh,235
162,Chris Duhon,24
302,Chris Kaman,54
354,Chris Mihm,117
566,Chris Webber,91
583,Chris Wilcox,64
316,Christian Laettner,24
26,Chucky Atkins,52
565,Clarence Weatherspoon,15
455,Clifford Robinson,34
331,Corey Maggette,255
597,Corliss Williamson,109
168,Corsley Edwards,6
1,Cory Alexander,3
64,Curtis Borchardt,27
364,Cuttino Mobley,77
263,D.J. Mbenga,2
295,Dahntay Jones,30
554,Dajuan Wagner,1
142,Dale Davis,40
584,Damien Wilkins,17
296,Damon Jones,11
505,Damon Stoudamire,54
78,Damone Brown,3
152,Dan Dickau,74
192,Dan Gadzuric,97
475,Daniel Santiago,4
183,Danny Fortson,119
356,Darius Miles,91
497,Darius Songaila,43
357,Darko Miličić,10
20,Darrell Armstrong,13
338,Darrick Martin,4
220,Darvin Ham,13
231,David Harrison,42
574,David Wesley,64
577,David West,28
156,DeSagana Diop,2
501,DeShawn Stevenson,49
578,Delonte West,8
291,DerMarr Johnson,48
9,Derek Anderson,31
178,Derek Fisher,53
121,Derrick Coleman,2
341,Desmond Mason,212
200,Devean George,7
79,Devin Brown,47
229,Devin Harris,34
381,Dikembe Mutombo,59
205,Dion Glover,4
399,Dirk Nowitzki,280
233,Donnell Harvey,2
485,Donta Smith,20
337,Donyell Marshall,34
605,Dorell Wright,0
114,Doug Christie,28
209,Drew Gooden,142
250,Dwight Howard,181
553,Dwyane Wade,303
68,Earl Boykins,68
564,Earl Watson,60
201,Eddie Gill,29
215,Eddie Griffin,34
245,Eddie House,9
297,Eddie Jones,76
130,Eddy Curry,158
388,Eduardo Nájera,35
97,Elden Campbell,23
75,Elton Brand,225
403,Emeka Okafor,155
429,Eric Piatkowski,22
495,Eric Snow,24
589,Eric Williams,74
133,Erick Dampier,103
507,Erick Strickland,23
135,Erik Daniels,0
292,Ervin Johnson,9
523,Etan Thomas,64
172,Francisco Elson,30
592,Frank Williams,0
243,Fred Hoiberg,24
298,Fred Jones,68
421,Gary Payton,75
101,Geno Carlisle,3
329,George Lynch,9
560,Gerald Wallace,118
18,Gilbert Arenas,254
458,Glenn Robinson,9
204,Gordan Giriček,60
241,Grant Hill,153
87,Greg Buckner,31
407,Greg Ostertag,16
478,Ha Seung-Jin,5
539,Hedo Türkoğlu,90
288,Horace Jenkins,6
170,Howard Eisley,18
315,Ibo Kutluay,0
394,Ira Newble,27
486,J.R. Smith,73
487,Jabari Smith,25
91,Jackie Butler,2
549,Jackson Vroman,30
547,Jacque Vaughn,33
579,Jahidi White,19
535,Jake Tsakalidis,7
548,Jake Voskuhl,12
463,Jalen Rose,130
333,Jamaal Magloire,53
533,Jamaal Tinsley,61
128,Jamal Crawford,68
474,Jamal Sampson,15
392,Jameer Nelson,31
299,James Jones,19
436,James Posey,24
524,James Thomas,3
76,Jamison Brewer,2
414,Jannero Pargo,7
287,Jared Jeffries,77
450,Jared Reiner,1
123,Jarron Collins,40
237,Jarvis Hayes,45
122,Jason Collier,32
124,Jason Collins,79
232,Jason Hart,40
303,Jason Kapono,29
306,Jason Kidd,56
451,Jason Richardson,125
521,Jason Terry,60
593,Jason Williams,29
184,Jeff Foster,70
349,Jeff McInnis,55
346,Jelani McCoy,3
267,Jermaine Jackson,5
400,Jermaine O'Neal,173
277,Jerome James,29
594,Jerome Williams,79
500,Jerry Stackhouse,94
268,Jim Jackson,19
571,Jiří Welsch,71
293,Joe Johnson,64
488,Joe Smith,99
441,Joel Przybilla,85
169,John Edwards,4
473,John Salmons,21
527,John Thomas,20
42,Jon Barry,16
49,Jonathan Bender,3
113,Josh Childress,95
145,Josh Davis,8
251,Josh Howard,105
490,Josh Smith,106
158,Juan Dixon,34
300,Jumaine Jones,28
227,Junior Harrington,13
449,Justin Reed,5
252,Juwan Howard,49
370,Jérôme Moïso,6
155,Kaniel Dickens,1
469,Kareem Rush,20
80,Kedrick Brown,1
57,Keith Bogans,84
351,Keith McLeod,56
543,Keith Van Horn,67
108,Kelvin Cato,57
202,Kendall Gill,10
424,Kendrick Perkins,24
10,Kenny Anderson,12
528,Kenny Thomas,91
339,Kenyon Martin,141
309,Kerry Kittles,4
197,Kevin Garnett,228
340,Kevin Martin,20
405,Kevin Ollie,5
600,Kevin Willis,10
160,Keyon Dooling,37
242,Kirk Hinrich,69
423,Kirk Penney,0
496,Kirk Snyder,36
86,Kobe Bryant,239
256,Kris Humphries,46
531,Kurt Thomas,25
81,Kwame Brown,55
312,Kyle Korver,14
402,Lamar Odom,136
379,Lamond Murray,29
440,Laron Profit,9
254,Larry Hughes,187
499,Latrell Sprewell,77
191,Lawrence Funderburke,3
278,LeBron James,255
36,Leandro Barbosa,30
386,Lee Nailon,70
258,Lindsey Hunter,18
294,Linton Johnson,0
109,Lionel Chalmers,7
47,Lonny Baxter,1
601,Loren Woods,30
606,Lorenzen Wright,94
230,Lucious Harris,22
180,Luis Flores,0
271,Luke Jackson,3
453,Luke Ridnour,45
562,Luke Walton,22
150,Luol Deng,68
318,Maciej Lampe,11
2,Malik Allen,10
464,Malik Rose,75
382,Mamadou N'Diaye,4
203,Manu Ginóbili,165
272,Marc Jackson,150
35,Marcus Banks,54
96,Marcus Camby,73
179,Marcus Fizer,38
219,Marcus Haislip,6
304,Mario Kasun,22
55,Mark Blount,74
301,Mark Jones,3
330,Mark Madsen,14
435,Mark Pope,0
283,Marko Jarić,24
136,Marquis Daniels,63
120,Mateen Cleaves,1
37,Matt Barnes,27
58,Matt Bonner,30
102,Matt Carroll,30
190,Matt Freije,4
225,Matt Harpring,131
28,Maurice Baker,0
175,Maurice Evans,34
517,Maurice Taylor,52
404,Mehmet Okur,147
173,Melvin Ely,90
604,Metta World Peace,18
69,Michael Bradley,2
131,Michael Curry,4
159,Michael Doleac,17
177,Michael Finley,49
406,Michael Olowokandi,32
448,Michael Redd,150
468,Michael Ruffin,24
502,Michael Stewart,4
431,Mickaël Piétrus,89
51,Mike Bibby,145
165,Mike Dunleavy,79
279,Mike James,50
361,Mike Miller,59
511,Mike Sweetney,119
585,Mike Wilks,5
374,Mikki Moore,53
413,Milt Palacio,70
595,Mo Williams,44
396,Moochie Norris,11
428,Morris Peterson,95
367,Nazr Mohammed,113
167,Ndudi Ebi,3
313,Nenad Krstić,106
240,Nenê,93
125,Nick Collison,56
542,Nick Van Exel,18
536,Nikoloz Tskitishvili,4
171,Obinna Ekezie,40
127,Omar Cook,2
228,Othella Harrington,71
82,P.J. Brown,100
498,Pape Sow,12
198,Pat Garrity,10
199,Pau Gasol,163
430,Paul Pierce,227
479,Paul Shirley,2
433,Pavel Podkolzin,1
503,Peja Stojaković,98
444,Peter John Ramos,1
34,Player,Shoot
161,Predrag Drobnjak,57
77,Primož Brezec,87
452,Quentin Richardson,81
467,Quinton Ross,54
602,Qyntel Woods,0
317,Raef LaFrentz,73
17,Rafael Araújo,24
7,Rafer Alston,85
48,Raja Bell,43
323,Randy Livingston,9
322,Rashard Lewis,98
561,Rasheed Wallace,87
393,Rasho Nesterović,14
92,Rasual Butler,16
5,Ray Allen,141
325,Raül López,9
193,Reece Gaines,0
176,Reggie Evans,87
362,Reggie Miller,67
221,Richard Hamilton,151
285,Richard Jefferson,97
188,Richie Frahm,7
84,Rick Brunson,12
146,Ricky Davis,139
244,Robert Horry,37
513,Robert Swift,2
534,Robert Traylor,43
508,Rod Strickland,3
88,Rodney Buford,20
459,Rodney Rogers,31
580,Rodney White,21
353,Ron Mercer,5
166,Ronald Dupree,23
380,Ronald Murray,28
265,Royal Ivey,26
419,Ruben Patterson,124
67,Ryan Bowen,11
255,Ryan Humphrey,20
107,Sam Cassell,50
558,Samaki Walker,2
132,Samuel Dalembert,68
420,Sasha Pavlović,27
552,Sasha Vujačić,6
434,Scot Pollard,20
411,Scott Padgett,14
596,Scott Williams,5
336,Sean Marks,14
520,Sebastian Telfair,57
13,Shandon Anderson,28
46,Shane Battier,84
401,Shaquille O'Neal,308
0,Shareef Abdur-Rahim,103
324,Shaun Livingston,21
73,Shawn Bradley,22
335,Shawn Marion,113
415,Smush Parker,4
117,Speedy Claxton,80
27,Stacey Augmon,31
352,Stanislav Medvedenko,11
273,Stephen Jackson,106
334,Stephon Marbury,221
54,Steve Blake,7
189,Steve Francis,228
391,Steve Nash,50
491,Steve Smith,17
260,Steven Hunter,75
514,Stromile Swift,100
484,Tamar Slay,1
439,Tayshaun Prince,127
446,Theo Ratliff,54
494,Theron Smith,8
83,Tierre Brown,32
163,Tim Duncan,200
532,Tim Thomas,69
216,Tom Gugliotta,16
314,Toni Kukoč,22
6,Tony Allen,68
45,Tony Battie,34
56,Tony Bobbitt,0
149,Tony Delk,53
342,Tony Massenburg,27
418,Tony Parker,114
74,Torraye Braggs,0
348,Tracy McGrady,224
50,Travis Best,48
409,Travis Outlaw,34
185,Tremaine Fowlkes,1
236,Trenton Hassell,53
19,Trevor Ariza,77
253,Troy Hudson,23
378,Troy Murphy,131
326,Tyronn Lue,59
110,Tyson Chandler,145
234,Udonis Haslem,97
305,Viktor Khryapa,15
31,Vin Baker,5
104,Vince Carter,182
438,Vitaly Potapenko,11
157,Vlade Divac,6
442,Vladimir Radmanović,37
321,Voshon Lenard,3
515,Wally Szczerbiak,123
343,Walter McCarty,8
607,Wang Zhizhi,3
425,Wesley Person,1
213,Willie Green,50
363,Yao Ming,217
516,Yuta Tabuse,1
445,Zach Randolph,98
410,Zaza Pachulia,77
222,Zendon Hamilton,19
432,Zoran Planinić,29
262,Zydrunas Ilgauskas,233
93,Žarko Čabarkapa,29
447,Željko Rebrača,35
