,index,Roster,LE_Component_1,LE_Component_2,Win_Percentage,Avg Height,Standard Deviation of Roster Height,Season,Distance
522,522,2019ATL,-0.0013485056086908816,-0.0003250294777768513,0.35365853658536583,79.0,3.44,2019,-0.0008367675432338665
523,523,2019BOS,-0.001251028923453574,3.545417493119383e-05,0.5975609756097561,78.7,2.96,2019,-0.0006077873742611901
524,524,2019BRK,-0.0012691643875573642,-0.004574383778830278,0.5121951219512195,79.1,2.24,2019,-0.002921774083193821
525,525,2019CHI,-0.000597371030242391,-0.0009475336441045872,0.2682926829268293,79.4,3.48,2019,-0.0007724523371734891
526,526,2019CLE,-0.00011838757773073775,-0.0027497638480313293,0.23170731707317074,79.2,2.28,2019,-0.0014340757128810334
527,527,2019DAL,-0.001322390867099234,0.00026156649128982986,0.4024390243902439,78.9,3.2,2019,-0.0005304121879047021
528,528,2019DEN,-0.001995612060668122,-0.0020769176878922507,0.6585365853658537,78.8,2.83,2019,-0.0020362648742801863
529,529,2019DET,-0.003922146297405123,0.002105285919867363,0.5,78.0,3.72,2019,-0.0009084301887688799
530,530,2019GSW,-0.0011128946794250237,-0.0006461469685590316,0.6951219512195121,78.9,3.04,2019,-0.0008795208239920277
531,531,2019HOU,-0.004781861883739343,-0.0027144262086073218,0.6463414634146342,77.8,2.57,2019,-0.0037481440461733326
532,532,2019IND,-0.003058743161566256,0.00046408856456951975,0.5853658536585366,78.3,3.28,2019,-0.0012973272984983682
533,533,2019LAC,-0.005007969775112728,-0.0024115505635068962,0.5853658536585366,77.9,2.54,2019,-0.003709760169309812
534,534,2019LAL,0.0011263099333698832,-0.00039838114585687357,0.45121951219512196,79.7,3.31,2019,0.00036396439375650476
535,535,2019MEM,-0.0002574148027035115,0.00029398577184097083,0.4024390243902439,79.1,3.26,2019,1.828548456872967e-05
536,536,2019MIA,-0.0014036710407932945,-0.002390748138094952,0.47560975609756095,79.1,2.94,2019,-0.0018972095894441232
537,537,2019MIL,-0.0015314393984209235,-0.0011249039220477444,0.7317073170731707,79.0,3.41,2019,-0.001328171660234334
538,538,2019MIN,3.246063921077476e-05,0.0011338134430600158,0.43902439024390244,79.2,3.52,2019,0.0005831370411353953
539,539,2019NOP,-0.0036333071909262246,-0.0022393091986964214,0.4024390243902439,78.3,2.86,2019,-0.0029363081948113228
540,540,2019NYK,-0.0006547035892667327,-0.0017295781578698585,0.2073170731707317,79.3,2.93,2019,-0.0011921408735682956
541,541,2019OKC,-0.0010992141068255253,-0.001689164056509514,0.5975609756097561,79.0,2.8,2019,-0.0013941890816675196
542,542,2019ORL,-0.00013820479178818963,-0.0004546827004614977,0.5121951219512195,79.2,3.47,2019,-0.0002964437461248437
543,543,2019PHI,0.000725132390155455,8.044428415386631e-05,0.6219512195121951,79.5,3.26,2019,0.00040278833715466064
544,544,2019PHO,0.001284427829701407,-0.0026826750391926108,0.23170731707317074,79.8,2.61,2019,-0.0006991236047456019
545,545,2019POR,0.0006896502399887152,0.0018512872308427322,0.6463414634146342,79.5,3.82,2019,0.0012704687354157236
546,546,2019SAC,-0.0007704691439307273,0.0008139565433104846,0.47560975609756095,79.0,3.53,2019,2.174369968987864e-05
547,547,2019SAS,-0.00011172624796880355,0.0005125157657789596,0.5853658536585366,79.3,3.4,2019,0.00020039475890507803
548,548,2019TOR,-0.0027048031117908743,0.0018430483509744376,0.7073170731707317,78.3,3.71,2019,-0.00043087738040821835
549,549,2019UTA,-0.001814889914573679,-0.0019077485098478533,0.6097560975609756,78.9,3.04,2019,-0.001861319212210766
550,550,2019WAS,0.0019967700029210247,-0.0034150968126112637,0.3902439024390244,80.0,2.2,2019,-0.0007091634048451195
551,551,2020ATL,0.001288882300611744,-0.0022027810742242075,0.29850746268656714,79.7,2.6,2020,-0.0004569493868062318
552,552,2020BOS,-0.0032790608872837975,-0.001170042907213545,0.6666666666666666,78.2,2.79,2020,-0.002224551897248671
553,553,2020BRK,-0.0008733264012745069,-0.003334136249162639,0.4861111111111111,79.2,2.61,2020,-0.0021037313252185727
554,554,2020CHI,0.0022882087933013464,-0.00026100622417907335,0.3384615384615385,80.2,3.58,2020,0.0010136012845611366
555,555,2020CLE,-0.004737270485283969,-0.0019763167760844043,0.2923076923076923,77.8,2.65,2020,-0.0033567936306841866
556,556,2020DAL,-0.00046371430161609283,0.00039136864724867107,0.5733333333333334,79.3,3.71,2020,-3.617282718371088e-05
557,557,2020DEN,-0.0005439706392945569,-0.0015840641481953898,0.6301369863013698,79.2,2.83,2020,-0.0010640173937449733
558,558,2020DET,-0.0007566020567127923,4.977421655029695e-05,0.30303030303030304,79.1,3.32,2020,-0.0003534139200812477
559,559,2020GSW,-0.0031418522773401067,-0.0022671605776031015,0.23076923076923078,78.3,2.89,2020,-0.002704506427471604
560,560,2020HOU,-0.004984570421725407,-0.005218935217310978,0.6111111111111112,78.0,2.16,2020,-0.005101752819518192
561,561,2020IND,-0.004466954454956514,0.0009124514797288474,0.6164383561643836,77.9,3.41,2020,-0.0017772514876138333
562,562,2020LAC,-0.0022289426519042322,-0.0014671274637441654,0.6805555555555556,78.6,2.95,2020,-0.0018480350578241988
563,563,2020LAL,0.0006785365110540543,0.00021901129540041444,0.7323943661971831,79.5,3.35,2020,0.0004487739032272344
564,564,2020MEM,-0.0019003202465668956,0.0005071919043712606,0.4657534246575342,78.6,3.33,2020,-0.0006965641710978175
565,565,2020MIA,-0.0004545110408778699,-0.0018437085017871707,0.6027397260273972,79.3,2.96,2020,-0.0011491097713325204
566,566,2020MIL,0.0004573750955266769,0.0003810904990069731,0.7671232876712328,79.7,3.92,2020,0.000419232797266825
567,567,2020MIN,-0.003967042135051855,-0.0003536420480803302,0.296875,78.1,3.38,2020,-0.0021603420915660924
568,568,2020NOP,-0.002759095352367349,-0.0016833356439503637,0.4166666666666667,78.6,3.05,2020,-0.0022212154981588565
569,569,2020NYK,0.0013421022376248163,-0.0017848166032370567,0.3181818181818182,79.8,2.69,2020,-0.00022135718280612022
570,570,2020OKC,-0.001551948297040687,0.0010047996196413014,0.6111111111111112,78.7,3.52,2020,-0.0002735743386996928
571,571,2020ORL,0.0011539464446351049,0.00031096668910729963,0.4520547945205479,79.5,3.52,2020,0.0007324565668712022
572,572,2020PHI,0.0007434835928972516,-0.0032298142075005113,0.589041095890411,79.9,2.24,2020,-0.00124316530730163
573,573,2020PHO,-0.0004179493872777774,0.001168532101223228,0.4657534246575342,79.1,3.5,2020,0.0003752913569727253
574,574,2020POR,-0.0027894163536919493,-0.001488658635040879,0.47297297297297297,78.5,2.97,2020,-0.002139037494366414
575,575,2020SAC,-0.0018103587498742113,0.0019700406978148577,0.4305555555555556,78.6,3.62,2020,7.98409739703232e-05
576,576,2020SAS,-0.001840060387226985,-0.0002172833190676998,0.4507042253521127,78.8,3.38,2020,-0.0010286718531473424
577,577,2020TOR,-0.002260139335900487,0.002594512994275901,0.7361111111111112,78.4,3.86,2020,0.00016718682918770694
578,578,2020UTA,-0.003302590646546846,0.0003341486900614456,0.6111111111111112,78.3,3.71,2020,-0.0014842209782427
579,579,2020WAS,0.0010937790651331081,0.004416573960971157,0.3472222222222222,79.0,4.57,2020,0.0027551765130521327
580,580,2021ATL,0.0007261570352643939,-0.0019346719047794747,0.5694444444444444,79.5,2.57,2021,-0.0006042574347575404
581,581,2021BOS,-0.0032758513863551018,0.000706192531411776,0.5,78.1,3.07,2021,-0.0012848294274716628
582,582,2021BRK,-0.00261845776937442,-0.001863941434730254,0.6666666666666666,78.6,2.98,2021,-0.002241199602052337
583,583,2021CHI,0.0006356684378805023,-0.0025831732890972256,0.4305555555555556,79.8,2.53,2021,-0.0009737524256083616
584,584,2021CLE,-0.0006539197043559477,-0.0005054142858551678,0.3055555555555556,79.1,3.1,2021,-0.0005796669951055578
585,585,2021DAL,0.0006059250860534297,0.0020787844827895017,0.5833333333333334,79.6,4.18,2021,0.0013423547844214657
586,586,2021DEN,-0.003921136123077741,0.0007671187447922472,0.6527777777777778,78.0,3.64,2021,-0.001577008689142747
587,587,2021DET,0.00027784541446112523,-0.003037553988711445,0.2777777777777778,79.3,2.32,2021,-0.0013798542871251598
588,588,2021GSW,-0.004923750381454964,-0.0044375916487316164,0.5416666666666666,77.9,2.11,2021,-0.00468067101509329
589,589,2021HOU,-0.004898822941345809,-0.0051527606107470755,0.2361111111111111,78.0,2.33,2021,-0.005025791776046442
590,590,2021IND,-0.004727320039386128,-7.050302869877693e-05,0.4722222222222222,77.8,3.26,2021,-0.0023989115340424527
591,591,2021LAC,5.9193380115063795e-05,-0.0004619608306624158,0.6527777777777778,79.3,3.19,2021,-0.000201383725273676
592,592,2021LAL,-0.0011208468006226268,-0.0017999831501650531,0.5833333333333334,78.9,2.73,2021,-0.00146041497539384
593,593,2021MEM,-0.0038738431533034265,-4.2932716676862836e-05,0.5277777777777778,78.1,3.2,2021,-0.0019583879349901446
594,594,2021MIA,-0.0003637945621642867,-0.00280176148974921,0.5555555555555556,79.2,2.45,2021,-0.0015827780259567484
595,595,2021MIL,-0.0017885432485681598,0.002089790114032869,0.6388888888888888,78.7,4.07,2021,0.00015062343273235452
596,596,2021MIN,-0.0038456727567192516,0.0010893483859135342,0.3194444444444444,78.0,3.58,2021,-0.0013781621854028587
597,597,2021NOP,-0.0010301258674300447,0.0014315197676113133,0.4305555555555556,79.0,3.77,2021,0.0002006969500906343
598,598,2021NYK,-0.0006289185571768724,-0.0009630471160487697,0.5694444444444444,79.2,3.03,2021,-0.0007959828366128211
599,599,2021OKC,0.0019621544042465995,-0.002034031828308477,0.3055555555555556,80.2,3.13,2021,-3.5938712030938666e-05
600,600,2021ORL,-0.0018006334282665156,-0.005260248021233257,0.2916666666666667,78.9,2.11,2021,-0.003530440724749886
601,601,2021PHI,-0.0006568689801058413,0.00021943312483325064,0.6805555555555556,79.1,3.35,2021,-0.00021871792763629536
602,602,2021PHO,-0.0010882684160473896,0.0025674715919894093,0.7083333333333334,78.9,4.0,2021,0.0007396015879710099
603,603,2021POR,-0.003913401162974875,-0.002135103763296265,0.5833333333333334,78.2,3.13,2021,-0.00302425246313557
604,604,2021SAC,-0.003521224246925242,-0.0027523114433661744,0.4305555555555556,78.3,2.68,2021,-0.003136767845145708
605,605,2021SAS,-0.0030813277259233484,-0.0037517091358337095,0.4583333333333333,78.5,2.76,2021,-0.003416518430878529
606,606,2021TOR,-0.006056924343450037,0.0014719932799909818,0.375,77.4,3.53,2021,-0.002292465531729527
607,607,2021UTA,-0.003234960648623968,-6.833807104452302e-05,0.7222222222222222,78.4,3.51,2021,-0.0016516493598342456
608,608,2021WAS,-0.00033469940772551225,0.0032585770631459164,0.4722222222222222,79.1,4.25,2021,0.0014619388277102021
609,609,2022ATL,-0.00046876637969399366,-9.77824825327827e-05,0.524390243902439,79.0,3.01,2022,-0.0002832744311133882
610,610,2022BOS,-0.005327934154060792,-0.0007063209153444464,0.6219512195121951,77.7,2.82,2022,-0.0030171275347026195
611,611,2022BRK,-0.0016720997512629156,-0.0001915028145756617,0.5365853658536586,78.8,3.23,2022,-0.0009318012829192887
612,612,2022CHI,-0.004807763385538142,-0.009293419167542456,0.5609756097560976,78.2,1.55,2022,-0.0070505912765402995
613,613,2022CLE,0.0015224673227185175,0.001012844103996456,0.5365853658536586,79.7,3.57,2022,0.0012676557133574867
614,614,2022DAL,-0.0006015364736240015,-0.002218219538603944,0.6341463414634146,79.4,3.33,2022,-0.0014098780061139729
615,615,2022DEN,-0.005133071039751501,0.0014966970240899602,0.5853658536585366,77.6,3.62,2022,-0.0018181870078307705
616,616,2022DET,-0.004086655231543258,-0.0039824544934613315,0.2804878048780488,78.1,2.11,2022,-0.0040345548625022945
617,617,2022GSW,-0.0022045086976555913,-0.0013454990712321482,0.6463414634146342,78.6,2.66,2022,-0.0017750038844438697
618,618,2022HOU,-0.005501202280904733,-0.005781885763481961,0.24390243902439024,77.8,2.37,2022,-0.005641544022193347
619,619,2022IND,-0.0014182488025066748,-0.0046001839321109924,0.3048780487804878,79.1,2.2,2022,-0.003009216367308834
620,620,2022LAC,7.370289026643817e-05,0.00033562499858465976,0.5121951219512195,79.3,3.49,2022,0.00020466394442554897
621,621,2022LAL,-0.0027926358931606513,-0.002542118979998623,0.4024390243902439,78.6,2.62,2022,-0.0026673774365796373
622,622,2022MEM,-0.0013621258594266176,0.0013381081366520796,0.6829268292682927,78.7,3.49,2022,-1.2008861387269006e-05
623,623,2022MIA,-0.0032336146182706423,-0.002031782268668879,0.6463414634146342,78.3,3.09,2022,-0.0026326984434697606
624,624,2022MIL,-0.0016098048530128676,-0.0029588799048205438,0.6219512195121951,79.1,2.46,2022,-0.0022843423789167057
625,625,2022MIN,-0.0024555770717438344,-0.0016574438030426569,0.5609756097560976,78.6,3.08,2022,-0.002056510437393246
626,626,2022NOP,-0.0009333850512873277,-0.0001368253861905075,0.43902439024390244,79.0,3.32,2022,-0.0005351052187389176
627,627,2022NYK,-0.0006646035776958684,-0.00038361692965302446,0.45121951219512196,79.0,3.26,2022,-0.0005241102536744464
628,628,2022OKC,-0.001394111077074269,-0.00036830354673730685,0.2926829268292683,78.8,3.2,2022,-0.0008812073119057879
629,629,2022ORL,0.00017221019056579595,-0.0007255287872955356,0.2682926829268293,79.5,3.29,2022,-0.0002766592983648699
630,630,2022PHI,-0.0033315892431768613,-0.002123833033096197,0.6219512195121951,78.3,2.93,2022,-0.002727711138136529
631,631,2022PHO,-0.0028120904384811634,0.0004923938588710468,0.7804878048780488,78.5,3.66,2022,-0.0011598482898050582
632,632,2022POR,-0.005260199187217173,-0.0034115770602723933,0.32926829268292684,77.8,3.07,2022,-0.004335888123744783
633,633,2022SAC,0.0004184828215728899,-0.00022542773573595441,0.36585365853658536,79.4,3.05,2022,9.652754291846773e-05
634,634,2022SAS,-0.004115084076642794,-0.004070847450454225,0.4146341463414634,78.1,2.73,2022,-0.00409296576354851
635,635,2022TOR,0.0008244917905052578,-0.0021661646631764907,0.5853658536585366,79.4,2.59,2022,-0.0006708364363356165
636,636,2022UTA,-0.0021686011369206437,0.0012197008583522185,0.5975609756097561,78.7,3.94,2022,-0.0004744501392842126
637,637,2022WAS,-0.0007764385862800091,-0.0018268159754571962,0.4268292682926829,79.0,2.62,2022,-0.0013016272808686028
638,638,2023ATL,-0.0015398536854578698,0.0007516380397209569,0.5,78.6,3.24,2023,-0.00039410782286845647
639,639,2023BOS,0.0001750431807903907,-0.0021205586919159254,0.6951219512195121,79.6,3.08,2023,-0.0009727577555627674
640,640,2023BRK,-0.002495994261944052,0.00013894948384438315,0.5487804878048781,78.5,3.41,2023,-0.0011785223890498344
641,641,2023CHI,-0.002888475791512388,-0.006174224349663766,0.4878048780487805,78.8,2.24,2023,-0.004531350070588077
642,642,2023CLE,-0.0002781302399199551,-0.0006278281665780385,0.6219512195121951,79.2,3.07,2023,-0.0004529792032489968
643,643,2023DAL,-0.0019478046363699583,-0.003847852644032801,0.4634146341463415,78.9,2.33,2023,-0.0028978286402013796
644,644,2023DEN,-0.0008632061126978921,-0.0016977203778285423,0.6463414634146342,79.1,2.73,2023,-0.0012804632452632172
645,645,2023DET,-0.0023261752002739808,-0.004317764356244068,0.2073170731707317,78.6,2.12,2023,-0.003321969778259024
646,646,2023GSW,-0.004291088169467411,-0.0052601977440639505,0.5365853658536586,78.1,1.96,2023,-0.004775642956765681
647,647,2023HOU,-0.001625269928677639,-0.002657127874129233,0.2682926829268293,79.0,2.73,2023,-0.002141198901403436
648,648,2023IND,-0.0015245903889595706,-0.0018318205547937162,0.4268292682926829,78.9,2.97,2023,-0.0016782054718766436
649,649,2023LAC,-0.0012433434708374637,-0.0017471646065862416,0.5365853658536586,78.9,2.8,2023,-0.0014952540387118526
650,650,2023LAL,-0.0023113098494950187,0.00010335561039865503,0.524390243902439,78.5,3.16,2023,-0.0011039771195481818
651,651,2023MEM,-0.001537722997672204,0.00048384585574087714,0.6219512195121951,78.8,3.41,2023,-0.0005269385709656634
652,652,2023MIA,-0.005470920549191978,-0.0022774141357368464,0.5365853658536586,77.6,2.47,2023,-0.0038741673424644123
653,653,2023MIL,-0.00042797590745281616,-0.00023054348757197644,0.7073170731707317,79.3,3.52,2023,-0.0003292596975123963
654,654,2023MIN,0.0010132230625818231,-0.0007747932896496988,0.5121951219512195,79.8,3.41,2023,0.00011921488646606215
655,655,2023NOP,0.00039725593294171157,-0.001189950147728391,0.5121951219512195,79.2,2.93,2023,-0.0003963471073933398
656,656,2023NYK,-0.0015898902969300951,0.0007639726070000839,0.573170731707317,78.9,3.67,2023,-0.0004129588449650056
657,657,2023OKC,-0.002130274897509469,-0.005415877250564258,0.4878048780487805,78.7,1.78,2023,-0.0037730760740368637
658,658,2023ORL,0.0019399296178880608,3.034030993255315e-05,0.4146341463414634,80.2,3.87,2023,0.000985134963910307
659,659,2023PHI,-0.0026470495209286286,-0.002258765333391292,0.6585365853658537,78.6,2.91,2023,-0.00245290742715996
660,660,2023PHO,-0.0009905852750279939,-0.0013459249345796882,0.5487804878048781,79.0,3.23,2023,-0.001168255104803841
661,661,2023POR,-0.0019433485425282085,-0.001742391083513081,0.4024390243902439,78.8,2.9,2023,-0.0018428698130206447
662,662,2023SAC,-0.0012929344708331012,-0.0007486906056769234,0.5853658536585366,78.8,2.83,2023,-0.0010208125382550122
663,663,2023SAS,-0.001254120100322392,-0.0016618873338078012,0.2682926829268293,79.0,3.14,2023,-0.0014580037170650966
664,664,2023TOR,0.0026835231173651464,-0.0006708395034540189,0.5,80.2,3.41,2023,0.0010063418069555638
665,665,2023UTA,-0.0020069650083925908,0.0018235592168270056,0.45121951219512196,78.7,4.04,2023,-9.17028957827926e-05
666,666,2023WAS,0.00011537314153555363,-0.00046631541721559413,0.4268292682926829,79.5,3.46,2023,-0.00017547113784002026
667,667,2024ATL,-0.00023237397144875512,-0.0019027835090428629,0.43902439024390244,79.2,2.57,2024,-0.0010675787402458091
668,668,2024BOS,0.0012799318265306159,-0.00012849395529206713,0.7804878048780488,80.0,3.96,2024,0.0005757189356192743
669,669,2024BRK,-0.005383814123539944,-0.0025975288009167973,0.3902439024390244,77.7,2.79,2024,-0.0039906714622283705
670,670,2024CHI,-0.002534992834618097,-0.003367254748327313,0.47560975609756095,78.7,2.68,2024,-0.002951123791472705
671,671,2024CLE,-0.002005931513377541,-0.0007584785310536588,0.5853658536585366,78.7,3.16,2024,-0.0013822050222155999
672,672,2024DAL,-0.0036917582531224603,-0.006140905368282348,0.6097560975609756,78.3,2.71,2024,-0.004916331810702404
673,673,2024DEN,0.00014106193900736708,-0.0018277706651700961,0.6951219512195121,79.4,2.66,2024,-0.0008433543630813645
674,674,2024DET,-0.0006729461330065273,-0.0026975983054101657,0.17073170731707318,79.2,2.72,2024,-0.0016852722192083466
675,675,2024GSW,-0.0037197432640370077,-0.0014076506456875706,0.5609756097560976,78.1,2.76,2024,-0.002563696954862289
676,676,2024HOU,-0.0027464699353773898,0.0014319731572530914,0.5,78.3,3.68,2024,-0.0006572483890621492
677,677,2024IND,-0.0014865001413139082,-0.001736635678200534,0.573170731707317,78.9,2.91,2024,-0.0016115679097572211
678,678,2024LAC,-0.00018583234312828667,-0.0026419843652643283,0.6219512195121951,79.4,2.62,2024,-0.0014139083541963074
679,679,2024LAL,0.0017035085012438928,-0.0027568198528420745,0.573170731707317,80.0,2.46,2024,-0.0005266556757990908
680,680,2024MEM,-0.0012915654734530246,-0.0024733221252658797,0.32926829268292684,79.0,2.77,2024,-0.001882443799359452
681,681,2024MIA,-0.004938852077482214,-0.001710855954075351,0.5609756097560976,77.7,2.64,2024,-0.0033248540157787823
682,682,2024MIL,-0.0015338459631460092,-0.0008735506198037457,0.5975609756097561,79.0,3.5,2024,-0.0012036982914748774
683,683,2024MIN,-0.00019659257894742536,0.003249462701191643,0.6829268292682927,79.1,4.32,2024,0.001526435061122109
684,684,2024NOP,0.0013304094308760786,-0.004470890774712495,0.5975609756097561,79.7,2.04,2024,-0.001570240671918208
685,685,2024NYK,-0.003367159903797567,-0.001723596821165784,0.6097560975609756,78.4,3.01,2024,-0.0025453783624816754
686,686,2024OKC,-0.001348499479581527,-0.004983349360064351,0.6951219512195121,79.2,2.49,2024,-0.003165924419822939
687,687,2024ORL,0.003237799233648394,-0.0010199198084665496,0.573170731707317,80.3,3.03,2024,0.0011089397125909222
688,688,2024PHI,-0.00020307534255345087,0.0014099567166005237,0.573170731707317,79.2,3.74,2024,0.0006034406870235364
689,689,2024PHO,-0.001482634784304585,-0.002116411488703937,0.5975609756097561,79.0,3.11,2024,-0.001799523136504261
690,690,2024POR,0.0010081661121010364,-0.0012218193759892307,0.25609756097560976,79.7,2.89,2024,-0.00010682663194409717
691,691,2024SAC,-0.0018392412709091342,-0.0016721601084389091,0.5609756097560976,78.7,2.6,2024,-0.0017557006896740217
692,692,2024SAS,-0.000641546186992709,-0.001414956020484278,0.2682926829268293,79.4,3.73,2024,-0.0010282511037384935
693,693,2024TOR,-0.0029393651767872946,-0.0020658488907636095,0.3048780487804878,78.4,2.84,2024,-0.002502607033775452
694,694,2024UTA,0.00022299031125137198,0.0005892859051150823,0.3780487804878049,79.4,3.7,2024,0.00040613810818322714
695,695,2024WAS,-0.0008449586014690439,-0.0008354761602149994,0.18292682926829268,79.0,2.87,2024,-0.0008402173808420216
