,Roster,LE_Component_1,LE_Component_2,Win_Percentage,Avg Height,Standard Deviation of Roster Height,Season,Distance
348,2013ATL,-0.000819143212395871,-0.0006199676569873602,0.5365853658536586,79.0,2.91,2013,-0.0007195554346916156
349,2013BOS,-0.0008949095212667836,0.0008876581598007249,0.5061728395061729,78.9,3.29,2013,-3.6256807330293465e-06
350,2013BRK,0.00022579888183931753,-0.0008924588447006053,0.5975609756097561,79.5,3.26,2013,-0.0003333299814306439
351,2013CHI,0.0011697105469852004,0.0006075227914061698,0.5487804878048781,79.2,3.87,2013,0.000888616669195685
352,2013CLE,-0.0021806663366094655,7.332742794259939e-05,0.2926829268292683,78.7,3.4,2013,-0.001053669454333433
353,2013DAL,0.0005089817226274023,0.0014177668277374007,0.5,79.4,3.78,2013,0.0009633742751824015
354,2013DEN,0.0022636418550299265,0.0014291680158521037,0.6951219512195121,79.8,3.82,2013,0.001846404935441015
355,2013DET,0.0002307530599282369,0.002613003388103328,0.35365853658536583,79.2,3.82,2013,0.0014218782240157826
356,2013GSW,0.0012510341549849934,-0.000544255268192208,0.573170731707317,79.7,3.09,2013,0.0003533894433963927
357,2013HOU,-0.0010071102745148825,0.0004067316025255217,0.5487804878048781,79.0,3.29,2013,-0.0003001893359946804
358,2013IND,0.0014882263899355789,0.00047684979338373724,0.6049382716049383,79.7,3.87,2013,0.000982538091659658
359,2013LAC,-0.0005920552109210293,0.0018753698160717933,0.6829268292682927,78.9,3.64,2013,0.000641657302575382
360,2013LAL,-0.0008561524784323644,0.00085645814439391,0.5487804878048781,79.0,3.5,2013,1.5283298077279923e-07
361,2013MEM,-0.0006372004681126197,0.0006027407112380897,0.6829268292682927,78.9,3.29,2013,-1.7229878437264993e-05
362,2013MIA,-0.00027971169714478686,-0.00012275727271457673,0.8048780487804879,79.2,3.07,2013,-0.0002012344849296818
363,2013MIL,0.0006958805500402882,0.0005930662292953962,0.4634146341463415,79.4,3.27,2013,0.0006444733896678423
364,2013MIN,-0.0002841398943587646,0.003130773582490003,0.3780487804878049,78.8,4.08,2013,0.0014233168440656193
365,2013NOH,0.0006905352982610444,0.0010477771278022358,0.32926829268292684,79.6,3.75,2013,0.0008691562130316401
366,2013NYK,9.928873818492413e-05,0.0006989499120166781,0.6585365853658537,79.4,3.59,2013,0.0003991193251008011
367,2013OKC,0.002949282002489369,0.0006863822786286988,0.7317073170731707,80.4,3.96,2013,0.001817832140559034
368,2013ORL,-0.0012710778224816106,0.0005565213524367616,0.24390243902439024,78.7,3.12,2013,-0.0003572782350224245
369,2013PHI,0.00020754983832410847,-0.00311836134170512,0.4146341463414634,79.6,2.7,2013,-0.0014554057516905057
370,2013PHO,0.0019658045015869415,-0.0019278494463962107,0.3048780487804878,80.0,2.54,2013,1.897752759536539e-05
371,2013POR,0.0015354425407418234,-0.0003244564834469504,0.4024390243902439,79.8,3.2,2013,0.0006054930286474366
372,2013SAC,-0.005144276061235156,0.0032143787371080867,0.34146341463414637,77.5,4.12,2013,-0.0009649486620635348
373,2013SAS,0.0003709318766015665,-0.0015332420732324327,0.7073170731707317,79.5,2.86,2013,-0.0005811550983154331
374,2013TOR,0.0008788780970235449,0.0004456557730187072,0.4146341463414634,79.5,3.44,2013,0.0006622669350211261
375,2013UTA,-0.0006169329010848027,-0.0006508854007298982,0.524390243902439,79.0,2.87,2013,-0.0006339091509073504
376,2013WAS,-0.0017590783349743727,-0.001108778205006333,0.35365853658536583,78.8,2.97,2013,-0.0014339282699903529
377,2014ATL,-0.0011987580491917124,-0.0013451036628517182,0.4634146341463415,78.9,2.8,2014,-0.0012719308560217154
378,2014BOS,-0.0019377124542346296,0.0026203666937427315,0.3048780487804878,78.4,3.73,2014,0.00034132711975405096
379,2014BRK,0.0036070365010043982,-0.0025642334221283557,0.5365853658536586,80.5,2.37,2014,0.0005214015394380213
380,2014CHI,0.0023568495054239677,-0.0001262114617999136,0.5853658536585366,79.8,3.38,2014,0.001115319021812027
381,2014CLE,-0.0012066025999750867,7.038762373293512e-05,0.4024390243902439,78.9,3.47,2014,-0.0005681074881210758
382,2014DAL,-0.00037959121588751,-0.000738817045175105,0.5975609756097561,79.3,3.16,2014,-0.0005592041305313075
383,2014DEN,-0.0032087947999336064,0.005872993130837573,0.43902439024390244,77.8,4.9,2014,0.0013320991654519835
384,2014DET,-0.0008622224483701217,0.00296637462499631,0.35365853658536583,78.8,3.87,2014,0.0010520760883130941
385,2014GSW,0.0014014743195238013,-0.0008492738613284646,0.6219512195121951,79.8,3.07,2014,0.00027610022909766834
386,2014HOU,0.0031232275948957313,-0.00016828742991072506,0.6585365853658537,80.3,3.31,2014,0.001477470082492503
387,2014IND,0.0029517717428331866,-0.0012241091149653195,0.6829268292682927,80.3,3.28,2014,0.0008638313139339336
388,2014LAC,-0.0033350279038665766,0.002352299299091246,0.6951219512195121,78.2,3.95,2014,-0.0004913643023876652
389,2014LAL,0.0009158575709252354,0.0004609625228439496,0.32926829268292684,79.7,3.66,2014,0.0006884100468845925
390,2014MEM,0.0019364290899691063,0.0002791612241906062,0.6097560975609756,79.8,3.41,2014,0.0011077951570798562
391,2014MIA,0.0008337353851137082,0.0005382924538702194,0.6585365853658537,79.5,3.26,2014,0.0006860139194919638
392,2014MIL,-1.017730757060727e-05,-0.00043718158794061804,0.18292682926829268,79.3,3.06,2014,-0.00022367944775561265
393,2014MIN,0.0007480221623361663,0.001174986145736728,0.4878048780487805,79.2,3.72,2014,0.0009615041540364472
394,2014NOP,-0.002274826982243936,-0.0006685755650780808,0.4146341463414634,78.6,3.11,2014,-0.0014717012736610085
395,2014NYK,0.000429627724064057,0.0002997889504672478,0.45121951219512196,79.5,3.52,2014,0.0003647083372656524
396,2014OKC,0.0007955611051305071,0.0018371897840414387,0.7195121951219512,79.6,3.75,2014,0.001316375444585973
397,2014ORL,-0.0008012157776545165,0.0008506299171085775,0.2804878048780488,78.8,3.2,2014,2.4707069727030525e-05
398,2014PHI,0.0012575121499898297,-0.0034010825151318336,0.23170731707317074,80.1,2.42,2014,-0.001071785182571002
399,2014PHO,-0.002009884031867639,0.0015599316735504622,0.5853658536585366,78.6,3.75,2014,-0.00022497617915858846
400,2014POR,0.001419260421362913,0.0025073663252819403,0.6585365853658537,79.7,3.94,2014,0.0019633133733224267
401,2014SAC,-0.001351090349982603,0.0021993947988782295,0.34146341463414637,78.5,4.02,2014,0.0004241522244478133
402,2014SAS,-0.00035584076123283746,-0.0006982858173468579,0.7560975609756098,79.2,3.03,2014,-0.0005270632892898476
403,2014TOR,0.0005646781206195183,-0.001554263759989747,0.5853658536585366,79.5,2.79,2014,-0.0004947928196851145
404,2014UTA,-0.0016581469599143094,0.0015606870151523692,0.3048780487804878,78.4,3.59,2014,-4.872997238097008e-05
405,2014WAS,0.002163587905057373,-0.0018469531702327202,0.5365853658536586,80.0,2.62,2014,0.00015831736741232642
406,2015ATL,-0.002045911954853597,-0.0018082909958012162,0.7317073170731707,78.6,2.74,2015,-0.0019271014753274064
407,2015BOS,-0.00022505129409982334,0.000571858642624064,0.4878048780487805,79.2,3.41,2015,0.0001734036742621203
408,2015BRK,0.0026549132965224885,-0.001014909413338958,0.4634146341463415,80.2,3.07,2015,0.0008200019415917653
409,2015CHI,0.0013601445494761516,0.001394718484587612,0.6097560975609756,79.6,3.65,2015,0.0013774315170318819
410,2015CLE,-0.0013989279561317498,-0.000680886469844425,0.6463414634146342,79.0,3.23,2015,-0.0010399072129880873
411,2015DAL,4.438545450892798e-05,0.005490417337689015,0.6097560975609756,78.9,4.65,2015,0.0027674013960989714
412,2015DEN,0.0035325240640374355,0.001224614217664327,0.36585365853658536,80.2,3.9,2015,0.0023785691408508814
413,2015DET,-0.0006767218272145647,0.0023506984325371905,0.3902439024390244,78.8,3.82,2015,0.000836988302661313
414,2015GSW,-0.0002705272807367645,-0.001340501737950302,0.8170731707317073,79.3,2.93,2015,-0.0008055145093435333
415,2015HOU,0.00198305049283737,-0.00028900464208285215,0.6829268292682927,79.9,3.17,2015,0.0008470229253772589
416,2015IND,0.0021508146517372827,-0.0007414567101760141,0.4634146341463415,80.1,3.44,2015,0.0007046789707806343
417,2015LAC,0.0011645446460171217,0.0016850048884245504,0.6829268292682927,79.6,3.83,2015,0.001424774767220836
418,2015LAL,0.0017766369360948265,-0.00022635931879560415,0.25609756097560976,79.9,3.14,2015,0.0007751388086496111
419,2015MEM,0.00025561441348933374,0.001392252661892098,0.6707317073170732,79.3,3.66,2015,0.000823933537690716
420,2015MIA,9.467122276659716e-05,0.0008996358575869151,0.45121951219512196,79.3,3.52,2015,0.0004971535401767562
421,2015MIL,-0.00011714658839819306,-0.0008756108008670367,0.5,79.3,2.99,2015,-0.0004963786946326149
422,2015MIN,-0.0003813781090727615,-0.0007647645068135743,0.1951219512195122,79.1,3.01,2015,-0.0005730713079431679
423,2015NOP,0.004303935701924015,-0.0014510893087803511,0.5487804878048781,80.7,3.22,2015,0.0014264231965718317
424,2015NYK,-0.0008575983654530727,0.003131760731854791,0.2073170731707317,78.8,4.08,2015,0.0011370811832008593
425,2015OKC,0.0016717809943869394,0.00041893808894680597,0.5487804878048781,79.9,3.44,2015,0.0010453595416668726
426,2015ORL,0.0003557481537481398,0.0005038140743376057,0.3048780487804878,79.5,3.49,2015,0.00042978111404287276
427,2015PHI,0.0008972678762270677,-0.005247942345005846,0.21951219512195122,79.9,1.56,2015,-0.0021753372343893893
428,2015PHO,-0.0001737242961304786,0.003907304879247319,0.47560975609756095,78.8,4.47,2015,0.0018667902915584203
429,2015POR,0.0009411179015360727,0.0012974276492544394,0.6219512195121951,79.9,4.08,2015,0.001119272775395256
430,2015SAC,0.00026413003045606877,0.0011323454701462142,0.35365853658536583,79.2,3.41,2015,0.0006982377503011415
431,2015SAS,-0.0003459697386421447,-0.0007176390428981934,0.6707317073170732,79.2,3.0,2015,-0.000531804390770169
432,2015TOR,-0.0010107591753892643,-0.00019554521068686011,0.5975609756097561,78.9,3.14,2015,-0.0006031521930380622
433,2015UTA,0.0018415930202144654,-0.0009768602340086989,0.4634146341463415,79.9,3.23,2015,0.00043236639310288325
434,2015WAS,0.003538828531145303,-0.0019441917965539015,0.5609756097560976,80.4,2.59,2015,0.0007973183672957008
435,2016ATL,-0.0027274738084953655,-0.001928974628572372,0.5853658536585366,78.4,2.59,2016,-0.002328224218533869
436,2016BOS,0.0007255345563620751,0.003115947299218096,0.5853658536585366,79.1,4.36,2016,0.0019207409277900856
437,2016BRK,-0.0034782146666039546,0.0008880073987826249,0.25609756097560976,78.2,3.87,2016,-0.001295103633910665
438,2016CHI,-0.00033817617019158243,0.001212264458818069,0.5121951219512195,79.1,3.58,2016,0.0004370441443132433
439,2016CLE,-0.00037921783538918464,-0.0016814151826026744,0.6951219512195121,79.3,3.03,2016,-0.0010303165089959295
440,2016DAL,-0.0004944334113151107,0.005888873441114034,0.5121951219512195,78.8,4.67,2016,0.002697220014899462
441,2016DEN,-0.0004572955541182329,0.001367113907843262,0.4024390243902439,79.0,3.61,2016,0.0004549091768625146
442,2016DET,0.0006459648905316163,-0.0012407851438688143,0.5365853658536586,79.5,2.79,2016,-0.000297410126668599
443,2016GSW,-0.0012344080199026023,-0.0023913397642521023,0.8902439024390244,79.0,2.84,2016,-0.0018128738920773523
444,2016HOU,-0.0022160859906829545,0.0028117867815891247,0.5,78.3,3.74,2016,0.0002978503954530851
445,2016IND,0.0013924870822126928,-0.0014749473499555334,0.5487804878048781,79.8,2.76,2016,-4.123013387142031e-05
446,2016LAC,-0.003512552564705409,-0.00035705489136454125,0.6463414634146342,78.2,3.13,2016,-0.001934803728034975
447,2016LAL,-0.002233288281187715,-0.0009978264412546449,0.2073170731707317,78.8,3.52,2016,-0.0016155573612211798
448,2016MEM,-0.002244087192159159,0.00019905601102925252,0.5121951219512195,78.5,3.16,2016,-0.0010225155905649532
449,2016MIA,-0.001048153389607392,-0.0021792241793396495,0.5853658536585366,79.2,2.9,2016,-0.0016136887844735207
450,2016MIL,0.0016400465185225424,-0.002022262288125944,0.4024390243902439,79.9,2.54,2016,-0.0001911078848017008
451,2016MIN,0.0030797158589754344,-0.0017352670473100111,0.35365853658536583,80.3,2.82,2016,0.0006722244058327116
452,2016NOP,0.0002599728930289824,0.0018831075872268743,0.36585365853658536,79.5,4.05,2016,0.0010715402401279283
453,2016NYK,-0.00026429689529111063,3.148602815114891e-05,0.3902439024390244,79.5,3.9,2016,-0.00011640543356998087
454,2016OKC,0.003831069343970077,-0.0014243131947542602,0.6707317073170732,80.5,2.93,2016,0.0012033780746079086
455,2016ORL,0.0033098379251835517,-0.0009670728433295583,0.4268292682926829,80.4,3.01,2016,0.0011713825409269967
456,2016PHI,-0.0014681378449807787,0.002819180449085081,0.12195121951219512,78.4,3.88,2016,0.0006755213020521511
457,2016PHO,-0.001170855352930821,0.0019767238589371125,0.2804878048780488,78.9,3.93,2016,0.00040293425300314575
458,2016POR,0.0009216964476429895,-0.00044243955643398237,0.5365853658536586,79.6,3.11,2016,0.00023962844560450355
459,2016SAC,0.00027115368113430114,0.0033471289099614157,0.4024390243902439,79.2,4.1,2016,0.0018091412955478583
460,2016SAS,0.0011779933049972287,-0.000363270757848549,0.8170731707317073,79.6,3.05,2016,0.0004073612735743398
461,2016TOR,-0.001341272241526549,-0.0005657328302368866,0.6829268292682927,78.8,3.07,2016,-0.0009535025358817179
462,2016UTA,0.0008378810807185475,0.0008883055666694526,0.4878048780487805,79.4,3.65,2016,0.0008630933236940001
463,2016WAS,-0.0021437680290393424,-0.001984283985813872,0.5,78.8,2.9,2016,-0.002064026007426607
464,2017ATL,-0.0028362394488404335,-0.0018356837257140217,0.524390243902439,78.4,2.7,2017,-0.002335961587277228
465,2017BOS,-0.0030168207335804983,0.003838365344131738,0.6463414634146342,78.0,4.25,2017,0.0004107723052756199
466,2017BRK,-0.0011706736971637027,-0.002957589263254765,0.24390243902439024,79.4,3.08,2017,-0.002064131480209234
467,2017CHI,0.0021726294256918586,0.0004667483175435829,0.5,80.0,3.56,2017,0.0013196888716177208
468,2017CLE,0.0004907727069216272,-0.0028446106203778307,0.6219512195121951,79.6,2.55,2017,-0.0011769189567281018
469,2017DAL,-0.0018214801726226257,0.0037793900301092424,0.4024390243902439,78.8,4.47,2017,0.0009789549287433084
470,2017DEN,-0.0016019511296790359,0.00045786147750824844,0.4878048780487805,78.7,3.34,2017,-0.0005720448260853937
471,2017DET,-0.0011558829511831839,0.0017980051924527398,0.45121951219512196,78.8,3.55,2017,0.00032106112063477797
472,2017GSW,0.00028011039576191085,-0.0010821341118150457,0.8170731707317073,79.5,3.22,2017,-0.00040101185802656744
473,2017HOU,0.0017543610436801073,-0.0010599682058649907,0.6707317073170732,79.8,2.87,2017,0.0003471964189075583
474,2017IND,-0.0008673976737581257,0.0007392691228545061,0.5121951219512195,78.9,3.32,2017,-6.406427545180981e-05
475,2017LAC,-0.002803978925120944,0.001899657280202244,0.6219512195121951,78.3,3.6,2017,-0.00045216082245935014
476,2017LAL,0.0010341044611836855,-0.00031178923166016553,0.3170731707317073,79.6,3.27,2017,0.00036115761476176
477,2017MEM,-0.001514778676828135,-0.0009803006204202964,0.524390243902439,78.8,3.0,2017,-0.0012475396486242157
478,2017MIA,-0.002714175522168684,-0.0024585109109765938,0.5,78.6,3.05,2017,-0.002586343216572639
479,2017MIL,0.0007651719364155836,-0.0003331393367416468,0.5121951219512195,79.5,3.03,2017,0.00021601629983696838
480,2017MIN,-0.0019670853433615427,0.0006434370724774767,0.3780487804878049,78.7,3.46,2017,-0.000661824135442033
481,2017NOP,-0.0037998733243522864,0.0017045267212210122,0.4146341463414634,78.0,3.47,2017,-0.001047673301565637
482,2017NYK,0.0024655262220753898,0.0007042417242318563,0.3780487804878049,80.1,3.77,2017,0.001584883973153623
483,2017OKC,0.0010658621857921118,-0.0006590031435664861,0.573170731707317,79.7,3.03,2017,0.00020342952111281287
484,2017ORL,-0.0007767467657823276,0.0017460157910417758,0.35365853658536583,78.8,3.61,2017,0.0004846345126297241
485,2017PHI,0.0004826882526034674,-0.0005262533022614811,0.34146341463414637,79.3,2.96,2017,-2.1782524829006862e-05
486,2017PHO,-0.0023370479783908723,0.003908260935811672,0.2926829268292683,78.4,4.37,2017,0.0007856064787104
487,2017POR,0.002047805318191399,-0.00011521315112354148,0.5,80.0,3.35,2017,0.0009662960835339289
488,2017SAC,0.0003565089439644427,0.0029932853519989595,0.3902439024390244,79.1,4.25,2017,0.0016748971479817012
489,2017SAS,0.0012854412780744506,4.4508623288126835e-05,0.7439024390243902,79.8,3.49,2017,0.0006649749506812887
490,2017TOR,-0.0008801633323999926,0.0019745143736098064,0.6219512195121951,79.0,3.85,2017,0.0005471755206049068
491,2017UTA,0.0009892207149422153,-0.0031477541455360294,0.6219512195121951,79.7,2.68,2017,-0.001079266715296907
492,2017WAS,0.0005926407626918998,0.0007044144513130517,0.5975609756097561,79.4,3.48,2017,0.0006485276070024757
493,2018ATL,-0.0019061109560203576,0.00029334626833692933,0.2926829268292683,78.7,3.43,2018,-0.0008063823438417141
494,2018BOS,-0.001740469839009127,-1.3298258212585188e-05,0.6707317073170732,78.6,2.95,2018,-0.0008768840486108561
495,2018BRK,-0.0008323834604281582,-0.004545087369360018,0.34146341463414637,79.2,2.61,2018,-0.002688735414894088
496,2018CHI,0.0017694516196551271,-0.0003822233307619535,0.32926829268292684,80.1,3.5,2018,0.0006936141444465868
497,2018CLE,-0.001393936045391994,-0.003546305995423913,0.6097560975609756,78.9,2.06,2018,-0.0024701210204079536
498,2018DAL,-0.0009546403451216346,0.007340113756168886,0.2926829268292683,78.7,5.11,2018,0.0031927367055236255
499,2018DEN,-0.0015294084279843408,-0.0021950474210931884,0.5609756097560976,79.0,2.73,2018,-0.0018622279245387647
500,2018DET,-0.0029832993213530063,0.00048320263766499065,0.47560975609756095,78.3,3.22,2018,-0.0012500483418440079
501,2018GSW,0.0013119259893708114,-0.0020731356597740386,0.7073170731707317,79.8,2.65,2018,-0.0003806048352016136
502,2018HOU,-0.000683387553328238,3.525133037379258e-05,0.7926829268292683,79.0,3.2,2018,-0.0003240681114772227
503,2018IND,-0.0022523128616938073,0.0022145297590001984,0.5853658536585366,78.4,3.73,2018,-1.8891551346804413e-05
504,2018LAC,-0.0008157755329801047,-0.0018278393489885604,0.5121951219512195,79.1,2.65,2018,-0.0013218074409843325
505,2018LAL,0.0017194577700755736,-0.0021812087248686825,0.4268292682926829,79.9,2.8,2018,-0.00023087547739655443
506,2018MEM,9.40925957108806e-05,-0.0014780135905939913,0.2682926829268293,79.4,2.95,2018,-0.0006919604974415553
507,2018MIA,-0.0019155522848653143,-0.0017152636612100761,0.5365853658536586,78.9,3.1,2018,-0.0018154079730376953
508,2018MIL,-0.0009604980211041294,0.0006149792200134042,0.5365853658536586,79.0,3.44,2018,-0.0001727594005453626
509,2018MIN,0.0003826777331503558,-6.363474313451555e-05,0.573170731707317,79.4,3.27,2018,0.00015952149500792013
510,2018NOP,-0.003682287084896753,0.0023057469091443813,0.5853658536585366,78.0,3.64,2018,-0.0006882700878761859
511,2018NYK,0.000836127584184,-0.0017573569410929565,0.35365853658536583,79.8,3.16,2018,-0.00046061467845447823
512,2018OKC,-0.0004545938768632507,-0.003341874805997972,0.5853658536585366,79.1,2.5,2018,-0.0018982343414306112
513,2018ORL,-0.0029755622678157346,-0.0003045380749121054,0.3048780487804878,78.2,3.07,2018,-0.0016400501713639201
514,2018PHI,-0.0001678218029190315,0.0007544974759955127,0.6341463414634146,79.2,3.44,2018,0.0002933378365382406
515,2018PHO,0.0020005317288483895,0.0028321533298329067,0.25609756097560976,79.7,4.33,2018,0.002416342529340648
516,2018POR,-0.001372053344980428,0.001701820785751756,0.5975609756097561,78.8,3.69,2018,0.000164883720385664
517,2018SAC,0.000809467031267558,-0.0007667815478240719,0.32926829268292684,79.7,3.25,2018,2.134274172174304e-05
518,2018SAS,0.0010146431261896746,0.00023321331380443937,0.573170731707317,79.6,3.33,2018,0.000623928219997057
519,2018TOR,-0.000102571305787198,0.0019608278616488053,0.7195121951219512,79.1,4.0,2018,0.0009291282779308037
520,2018UTA,0.0014717223264051277,-7.886909692002484e-05,0.5853658536585366,79.8,3.32,2018,0.0006964266147425514
521,2018WAS,0.0010234573919007878,-0.0017133522618729845,0.524390243902439,79.7,2.68,2018,-0.0003449474349860983
